Date,Amount,Description,Category,Method of purchase
1-1-16,$1000.00,rent,rent,check
1-4-16,$258.00,hat,car,smiles
1-4-16,$262.00,gas,misc,check
1-5-16,$207.00,blanket,misc,check
1-8-16,$28.00,confetti,car,check
1-14-16,$56.00,bills,car,smiles
1-18-16,$173.00,blanket,car,check
1-21-16,$241.00,gas,food,cash
1-23-16,$251.00,blanket,car,check
1-25-16,$106.00,blanket,misc,cash
1-26-16,$105.00,book,misc,cash
2-1-16,$1000.00,rent,rent,smiles
2-11-16,$235.00,car,gifts,cash
2-11-16,$259.00,confetti,misc,cash
2-15-16,$80.00,antifreeze,gifts,smiles
2-17-16,$237.00,bills,misc,card
2-21-16,$22.00,gas,car,card
2-22-16,$59.00,car,car,check
2-23-16,$221.00,book,gifts,cash
3-1-16,$1000.00,rent,rent,smiles
3-1-16,$11.00,hat,car,card
3-7-16,$103.00,hat,car,cash
3-10-16,$177.00,gas,misc,cash
3-14-16,$125.00,confetti,food,smiles
3-16-16,$175.00,book,gifts,smiles
3-16-16,$45.00,blanket,gifts,cash
3-17-16,$183.00,confetti,car,cash
3-18-16,$120.00,confetti,gifts,card
3-18-16,$105.00,confetti,car,card
3-22-16,$19.00,bills,rent,card
3-26-16,$25.00,blanket,gifts,cash
4-1-16,$1000.00,rent,rent,card
4-1-16,$30.00,hat,car,check
4-3-16,$283.00,blanket,car,cash
4-8-16,$140.00,confetti,car,card
4-9-16,$15.00,antifreeze,car,card
4-12-16,$28.00,confetti,rent,cash
4-13-16,$246.00,hat,misc,card
4-14-16,$230.00,blanket,car,check
4-16-16,$136.00,blanket,gifts,cash
4-22-16,$107.00,gas,misc,cash
5-1-16,$1000.00,rent,rent,smiles
5-5-16,$76.00,hat,misc,smiles
5-6-16,$167.00,groceries,gifts,cash
5-14-16,$291.00,hat,misc,cash
5-17-16,$166.00,confetti,misc,cash
5-18-16,$215.00,groceries,misc,cash
5-20-16,$252.00,car,rent,cash
5-22-16,$135.00,car,gifts,cash
5-26-16,$223.00,antifreeze,misc,smiles
5-27-16,$58.00,gas,car,smiles
6-1-16,$1000.00,rent,rent,card
6-1-16,$186.00,bills,gifts,card
6-2-16,$267.00,blanket,car,smiles
6-10-16,$143.00,gas,misc,smiles
6-11-16,$159.00,gas,gifts,card
6-23-16,$272.00,antifreeze,misc,card
6-27-16,$205.00,confetti,misc,smiles
7-1-16,$1000.00,rent,rent,check
7-2-16,$284.00,blanket,misc,check
7-3-16,$273.00,groceries,food,smiles
7-13-16,$189.00,blanket,gifts,smiles
7-20-16,$111.00,groceries,car,smiles
8-1-16,$1000.00,rent,rent,cash
8-1-16,$48.00,blanket,misc,card
8-4-16,$154.00,groceries,food,check
8-7-16,$43.00,confetti,misc,card
8-10-16,$150.00,antifreeze,misc,cash
8-17-16,$155.00,confetti,gifts,card
9-1-16,$1000.00,rent,rent,smiles
